CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2023-01-08 02:59:49.6635367,C:\Windows\System32\Tasks\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem,3128,428BBE5C2CAF28AD26C60923A6459EA6CEBDA11C,False,2022-12-11 06:32:29.8456472,2023-01-08 01:03:29.3512251,2023-01-08 01:03:29.3512251,00:00:00
2023-01-08 02:59:49.6635367,C:\Windows\System32\Tasks\Microsoft\Windows\PushToInstall\LoginCheck,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\PushToInstall\LoginCheck,3274,60A10A4491BF16F83813C1F2D4DB0FF5B33EB742,False,2022-12-11 06:32:29.4863143,2023-01-08 01:03:27.7730974,2023-01-08 01:03:27.7730974,00:00:00
2023-01-08 02:59:49.6635367,C:\Windows\System32\Tasks\Microsoft\Windows\PushToInstall\Registration,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\PushToInstall\Registration,3500,C3C54B4C86F1E9DEEAA39CE308A1B98606AA85C1,False,2022-12-11 06:32:29.5800235,2023-01-08 01:03:27.9137240,2023-01-08 01:03:27.9137240,00:00:00
2023-01-08 02:59:49.6791587,C:\Windows\System32\Tasks\Microsoft\Windows\Ras\MobilityManager,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\Ras\MobilityManager,3462,5A4822FB10DC75CFF0B24CCB1A1395936D5D97ED,False,2022-12-11 06:32:29.8144426,2023-01-08 01:03:29.2262251,2023-01-08 01:03:29.2262251,00:00:00.0156220
2023-01-08 02:59:49.6791587,C:\Windows\System32\Tasks\Microsoft\Windows\RecoveryEnvironment\VerifyWinRE,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\RecoveryEnvironment\VerifyWinRE,3420,D7BC1FF1DD3D0DC21B99D6BFC44516D31BE1D6A9,False,2022-12-11 06:32:29.7206387,2023-01-08 01:03:28.9918493,2023-01-08 01:03:28.9918493,00:00:00
2023-01-08 02:59:49.6791587,C:\Windows\System32\Tasks\Microsoft\Windows\Registry\RegIdleBackup,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\Registry\RegIdleBackup,3218,1BDC43E0E69261A2473FDB4B675730239CD6D0A7,False,2022-12-11 06:32:29.8144426,2023-01-08 01:03:29.2106014,2023-01-08 01:03:29.2106014,00:00:00
2023-01-08 02:59:49.6791587,C:\Windows\System32\Tasks\Microsoft\Windows\Server Manager\CleanupOldPerfLogs,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\Server Manager\CleanupOldPerfLogs,2754,8347176D9B25F1943A5F80C3D1CEFD80BDB0AD1C,False,2022-12-11 06:32:29.7988460,2023-01-08 01:03:29.2106014,2023-01-08 01:03:29.2106014,00:00:00
2023-01-08 02:59:49.6947858,C:\Windows\System32\Tasks\Microsoft\Windows\Server Manager\ServerManager,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\Server Manager\ServerManager,2930,EB88F4A03485258C0EF4FC8A1EDF6EEB00D88080,False,2022-12-11 06:32:29.5019263,2023-01-08 01:03:27.7887230,2023-01-08 01:03:27.7887230,00:00:00.0156271
2023-01-08 02:59:49.6947858,C:\Windows\System32\Tasks\Microsoft\Windows\Servicing\StartComponentCleanup,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\Servicing\StartComponentCleanup,2502,3B7E6494BED310E0060FE15A04C0234553A529BC,False,2022-12-11 06:32:29.9081666,2023-01-08 01:03:29.6012234,2023-01-08 01:03:29.6012234,00:00:00
2023-01-08 02:59:49.6947858,C:\Windows\System32\Tasks\Microsoft\Windows\SharedPC\Account Cleanup,C:\logs\kape_out\C\Windows\System32\Tasks\Microsoft\Windows\SharedPC\Account Cleanup,2766,BD8275E2925B13E8D04300C5EB3B2E9D46A1E770,False,2022-12-11 06:32:29.7675701,2023-01-08 01:03:29.1012243,2023-01-08 01:03:29.1012243,00:00:00
